Marca,Modelo,Ano_Fabricacao,Ano_Modelo,Quilometragem,Combustivel,Cambio,Cor,Num_Portas,Estado_Venda,Preco_Listagem,Foi_Vendido
Chevrolet,Prisma,2014,2014,215445,Flex,Automatizado,Preto,2,GO,10000,0
Renault,Logan,2005,2006,333393,Flex,CVT,Vermelho,4,CE,10000,0
Fiat,Palio,2009,2010,205324,Diesel,Manual,Marrom,4,GO,10000,0
Citroën,C3,2020,2020,72925,Flex,Automatizado,Azul,2,SP,27088,0
Nissan,Sentra,2008,2009,282723,Gasolina,Manual,Azul,4,DF,10000,0
Fiat,Toro,2009,2009,235617,Diesel,CVT,Branco,4,PE,10000,0
Hyundai,Tucson,2008,2009,272272,Flex,CVT,Marrom,4,MG,10000,0
Honda,CR-V,2016,2017,93680,Gasolina,Automático,Azul,4,ES,36695,0
Renault,Kwid,2014,2015,120164,Flex,Manual,Marrom,4,MG,10000,0
Volkswagen,Up!,2021,2021,35919,Flex,Manual,Preto,4,DF,34089,1
Hyundai,Tucson,2024,2025,1539,Flex,Manual,Vermelho,4,SC,81849,1
Fiat,Siena,2005,2005,293957,Flex,Automático,Azul,2,RS,10000,0
Honda,City,2019,2019,87697,Gasolina,Automático,Vermelho,4,PE,46178,0
Nissan,Versa,2005,2006,200780,Flex,Automatizado,Prata,2,PE,10000,0
Volkswagen,Gol,2012,2013,208471,Flex,Manual,Cinza,4,ES,10000,0
Honda,Fit,2013,2014,261924,Gasolina,Automatizado,Preto,2,PE,10000,0
Honda,WR-V,2025,2025,705,Flex,Automático,Cinza,4,RS,109423,1
Honda,CR-V,2011,2011,342715,Flex,CVT,Azul,4,PE,10000,0
Nissan,Kicks,2020,2020,48329,Flex,Manual,Marrom,4,GO,39414,1
Nissan,Kicks,2011,2011,214577,Flex,Manual,Cinza,4,GO,10000,0
Toyota,SW4,2014,2015,132138,Gasolina,Manual,Vermelho,4,CE,17440,0
Renault,Clio,2010,2011,267652,Flex,Manual,Branco,4,CE,10000,0
Chevrolet,Onix Plus,2024,2025,843,Flex,Automático,Branco,2,SC,59089,1
Citroën,Aircross,2012,2013,155734,Flex,Manual,Azul,4,DF,10000,0
Volkswagen,Virtus,2010,2010,167403,Flex,Manual,Preto,4,BA,10000,0
Peugeot,2008,2015,2016,151692,Flex,Manual,Vermelho,4,RS,10000,0
Honda,City,2012,2012,173726,Flex,Automático,Prata,4,PE,13848,0
Citroën,C3,2008,2009,277494,Flex,Automático,Preto,2,DF,10000,0
Honda,Fit,2023,2024,17615,Flex,Manual,Azul,4,RS,100410,1
Jeep,Commander,2008,2009,142037,Flex,Manual,Vermelho,2,SC,10720,0
Volkswagen,Nivus,2012,2013,284513,Flex,Automático,Azul,4,RS,10000,0
Citroën,C3,2005,2006,146642,Flex,CVT,Branco,4,SP,10000,0
Jeep,Commander,2018,2019,90397,Flex,Manual,Azul,2,PE,38290,1
Honda,CR-V,2014,2014,185915,Flex,Manual,Branco,4,PR,10000,0
Hyundai,i30,2018,2018,113666,Flex,Manual,Prata,4,BA,24248,0
Renault,Oroch,2006,2006,217363,Flex,Manual,Vermelho,2,DF,10000,0
Toyota,Etios,2019,2019,45284,Flex,Manual,Preto,2,MG,55687,1
Renault,Logan,2012,2012,210023,Flex,Automático,Prata,2,SC,10000,0
Ford,Ranger,2015,2015,74370,Diesel,Manual,Vermelho,2,PE,17330,0
Hyundai,Tucson,2009,2009,243559,Flex,Automatizado,Vermelho,4,RS,10000,0
Ford,Focus,2014,2014,226611,Flex,Automático,Branco,2,RJ,10000,0
Chevrolet,Onix,2015,2016,97139,Flex,Automático,Marrom,2,RJ,22630,0
Hyundai,Creta,2016,2016,176176,Flex,Automático,Preto,4,RS,11641,0
Nissan,Sentra,2020,2020,80005,Flex,Automático,Marrom,4,CE,45544,1
Peugeot,208,2017,2018,143172,Flex,Automatizado,Marrom,2,RS,10448,0
Honda,City,2010,2010,164988,Flex,Automático,Branco,4,CE,10000,0
Citroën,C4 Cactus,2016,2017,107103,Flex,Manual,Preto,4,GO,20992,0
Volkswagen,Up!,2016,2017,89463,Flex,Manual,Preto,4,PE,18505,1
Fiat,Punto,2015,2016,107806,Flex,Manual,Cinza,2,CE,15196,0
Honda,Fit,2007,2008,239691,Flex,Manual,Prata,4,SP,10000,0
Jeep,Renegade,2006,2006,145139,Flex,Automático,Vermelho,2,RJ,10507,0
Toyota,Yaris,2024,2024,18324,Flex,Automático,Prata,2,ES,97871,1
Ford,Ka,2008,2008,376739,Flex,Automático,Branco,4,RS,10000,0
Jeep,Commander,2006,2007,260971,Diesel,Automatizado,Vermelho,2,SP,10000,0
Ford,Focus,2022,2023,12992,Flex,Manual,Preto,4,RJ,61417,1
Toyota,RAV4,2011,2011,191440,Flex,Automático,Prata,2,GO,10000,0
Hyundai,i30,2022,2022,55711,Gasolina,Manual,Prata,4,SP,42895,1
Fiat,Mobi,2007,2007,109958,Flex,CVT,Branco,4,SC,10000,0
Volkswagen,Jetta,2020,2020,49837,Flex,Automático,Cinza,4,GO,21315,0
Honda,CR-V,2025,2025,771,Flex,Automático,Marrom,2,DF,115302,1
Chevrolet,Montana,2018,2018,147742,Flex,Automático,Marrom,4,ES,14698,0
Peugeot,3008,2013,2014,117791,Gasolina,Automático,Azul,4,MG,16227,1
Fiat,Uno,2017,2018,96847,Gasolina,Manual,Branco,4,GO,16509,1
Fiat,Cronos,2008,2009,277579,Flex,Manual,Cinza,4,PE,10000,0
Fiat,Strada,2024,2024,11939,Flex,Automatizado,Prata,4,BA,48394,1
Chevrolet,Prisma,2017,2017,84668,Flex,Manual,Azul,4,DF,12687,0
Renault,Sandero,2022,2023,26721,Flex,Automatizado,Vermelho,4,CE,38299,1
Fiat,Palio,2017,2017,77845,Flex,Automático,Prata,4,PR,18298,0
Hyundai,HB20S,2020,2020,50267,Flex,Automático,Vermelho,4,RS,50343,1
Toyota,SW4,2005,2005,346494,Flex,CVT,Preto,4,RJ,10000,0
Toyota,SW4,2025,2025,939,Flex,CVT,Prata,4,PR,114630,1
Peugeot,3008,2016,2017,73424,Flex,Automático,Preto,4,SC,23842,0
Citroën,C4 Cactus,2022,2022,55093,Gasolina,Automático,Marrom,4,PE,30391,1
Peugeot,3008,2021,2021,58323,Flex,Manual,Prata,4,GO,37335,0
Honda,HR-V,2005,2005,251125,Flex,Manual,Preto,4,PR,10000,0
Toyota,Yaris,2020,2021,85671,Flex,Manual,Prata,4,MG,48548,0
Honda,CR-V,2022,2022,28837,Diesel,Automático,Marrom,4,CE,74689,1
Peugeot,208,2008,2009,114687,Gasolina,Manual,Prata,4,GO,10000,0
Renault,Duster,2016,2016,77914,Flex,Manual,Vermelho,4,BA,17822,1
Honda,CR-V,2008,2008,128423,Flex,Automático,Azul,4,SC,13902,0
Toyota,Yaris,2020,2020,38826,Flex,Manual,Vermelho,4,DF,58273,1
Toyota,Yaris,2005,2006,269193,Flex,Manual,Marrom,4,PE,10000,0
Chevrolet,Cobalt,2015,2016,131419,Flex,Automático,Preto,4,RJ,11601,0
Peugeot,3008,2021,2021,58729,Gasolina,Automático,Azul,4,DF,37444,1
Peugeot,3008,2019,2020,56963,Etanol,Automático,Marrom,2,MG,31118,1
Honda,WR-V,2008,2009,278591,Flex,Automático,Marrom,4,PE,10000,0
Honda,CR-V,2022,2023,42805,Flex,Automático,Marrom,4,GO,62830,1
Fiat,Punto,2014,2015,200692,Flex,Automático,Prata,4,PR,10000,0
Fiat,Toro,2010,2010,140829,Flex,Automático,Preto,4,PE,10000,0
Nissan,Kicks,2019,2020,72482,Flex,Manual,Cinza,4,PE,36810,1
Nissan,Frontier,2010,2010,188868,Gasolina,Manual,Cinza,4,SC,10000,0
Jeep,Renegade,2007,2008,275735,Flex,Manual,Cinza,4,BA,10000,0
Renault,Sandero,2020,2021,70584,Gasolina,Automático,Azul,4,GO,34151,1
Citroën,C4 Cactus,2007,2007,251388,Flex,Automático,Prata,4,ES,10000,0
Ford,Ranger,2011,2012,172764,Flex,Manual,Cinza,4,PE,10000,1
Citroën,C4 Cactus,2023,2023,22088,Flex,Manual,Marrom,2,BA,55147,1
Volkswagen,Voyage,2018,2019,71756,Flex,CVT,Vermelho,4,RJ,22496,1
Citroën,C4 Cactus,2010,2010,166883,Flex,Automático,Marrom,4,PE,10000,1
Ford,Focus,2010,2011,189906,Flex,Manual,Prata,2,CE,10000,0
Jeep,Commander,2011,2012,125403,Flex,Automático,Azul,4,RJ,14042,0
Volkswagen,Saveiro,2007,2007,228207,Flex,Automático,Azul,4,SC,10000,0
Peugeot,208,2010,2010,291381,Flex,Manual,Azul,4,DF,10000,0
Ford,EcoSport,2022,2023,29522,Gasolina,Manual,Marrom,4,PR,52567,1
Peugeot,208,2010,2010,156175,Gasolina,Automático,Branco,4,RS,10000,1
Fiat,Siena,2019,2020,78377,Flex,Manual,Cinza,4,SC,25753,1
Honda,City,2021,2021,47472,Flex,Manual,Prata,4,PE,55708,1
Ford,Ka,2006,2006,201834,Flex,Automático,Marrom,4,GO,10000,0
Toyota,Hilux,2022,2023,35771,Flex,Automatizado,Vermelho,4,PE,54706,1
Honda,Civic,2007,2008,289929,Flex,Automático,Branco,4,SC,10000,0
Toyota,Corolla,2022,2023,25907,Gasolina,Manual,Cinza,4,PE,68319,1
Volkswagen,Voyage,2018,2018,39630,Diesel,Manual,Marrom,4,CE,26817,1
Hyundai,i30,2015,2016,141453,Flex,Manual,Marrom,4,MG,16214,1
Fiat,Siena,2024,2024,13375,Flex,Manual,Vermelho,4,RS,45884,1
Volkswagen,Tiguan,2013,2013,177231,Flex,CVT,Preto,4,CE,10000,0
Volkswagen,Gol,2012,2013,116696,Diesel,Manual,Branco,4,ES,12314,0
Ford,Focus,2024,2024,16535,Flex,Automático,Marrom,4,SP,48121,1
Volkswagen,Polo,2012,2013,196749,Flex,Automático,Azul,4,PE,10000,0
Hyundai,HB20,2007,2007,289088,Flex,Manual,Branco,4,BA,10000,0
Jeep,Compass,2022,2022,32706,Diesel,Manual,Preto,4,ES,60206,1
Volkswagen,Jetta,2025,2025,935,Flex,Automático,Prata,4,SP,52476,1
Peugeot,3008,2021,2022,46461,Flex,Manual,Marrom,4,SP,36738,1
Hyundai,HB20,2023,2024,20753,Diesel,CVT,Marrom,4,RS,59386,1
Honda,Civic,2007,2008,152297,Flex,Automático,Cinza,4,CE,13772,1
Toyota,Yaris,2014,2014,64446,Flex,Automático,Azul,4,ES,41114,0
Peugeot,2008,2016,2016,154068,Gasolina,Manual,Branco,4,PR,10000,1
Honda,City,2006,2007,408566,Flex,CVT,Vermelho,4,CE,10000,0
Citroën,C3,2024,2024,9009,Gasolina,Automático,Preto,2,PR,62341,1
Honda,WR-V,2007,2008,184884,Flex,Automático,Azul,2,SC,10000,0
Fiat,Punto,2012,2012,250362,Flex,Manual,Azul,4,PR,10000,0
Ford,Fiesta,2022,2023,44987,Flex,Manual,Azul,2,GO,35874,1
Jeep,Commander,2012,2013,200906,Flex,CVT,Prata,4,PR,10000,1
Renault,Sandero,2019,2019,63606,Flex,Automático,Vermelho,4,ES,27671,0
Fiat,Palio,2010,2011,188701,Diesel,Manual,Prata,4,DF,10000,0
Toyota,Yaris,2012,2012,103694,Flex,Manual,Preto,4,CE,14131,0
Renault,Duster,2005,2005,256674,Flex,Manual,Branco,4,RS,10000,0
Fiat,Punto,2014,2015,214213,Flex,Automático,Marrom,2,PR,10000,0
Ford,Ranger,2024,2025,921,Flex,Automático,Marrom,4,GO,62526,1
Volkswagen,Nivus,2024,2025,1939,Diesel,Automático,Prata,2,SC,49416,0
Peugeot,208,2005,2005,324416,Gasolina,Automático,Prata,4,SP,10000,0
Chevrolet,S10,2018,2019,71917,Flex,Manual,Vermelho,4,SP,17211,0
Ford,EcoSport,2011,2011,217418,Flex,Manual,Cinza,4,PE,10000,0
Renault,Captur,2024,2024,19362,Flex,Manual,Prata,4,DF,40293,1
Renault,Duster,2011,2011,176467,Flex,Automatizado,Cinza,4,BA,10000,0
Volkswagen,Polo,2006,2006,149016,Flex,Automático,Marrom,4,PE,10000,1
Toyota,Etios,2015,2015,92524,Flex,Automático,Prata,4,MG,30325,0
Renault,Duster,2005,2005,287326,Flex,Manual,Vermelho,4,CE,10000,0
Renault,Clio,2015,2016,139222,Flex,Manual,Vermelho,2,CE,10880,0
Renault,Clio,2011,2011,259727,Flex,Automático,Preto,4,SP,10000,0
Toyota,Hilux,2008,2008,201488,Flex,Automatizado,Azul,2,SC,10000,0
Volkswagen,T-Cross,2016,2016,79409,Flex,Automático,Prata,4,GO,22286,0
Hyundai,i30,2016,2016,200400,Flex,Automático,Prata,4,PE,10000,0
Peugeot,3008,2023,2023,37934,Gasolina,Manual,Vermelho,4,RJ,47604,1
Jeep,Renegade,2006,2006,212165,Flex,CVT,Marrom,2,SP,10000,0
Nissan,Sentra,2022,2023,16833,Flex,Manual,Marrom,4,PE,75788,1
Renault,Captur,2009,2009,137137,Flex,Manual,Branco,4,BA,10000,0
Nissan,Frontier,2018,2018,87891,Flex,Manual,Vermelho,4,DF,26632,0
Peugeot,2008,2024,2025,1643,Flex,Automático,Branco,2,RJ,64012,1
Ford,EcoSport,2021,2021,30949,Etanol,Manual,Preto,2,RJ,36140,1
Citroën,C3,2016,2017,140478,Flex,Manual,Marrom,2,MG,17539,0
Renault,Oroch,2010,2010,138498,Flex,Automático,Branco,4,DF,10000,0
Peugeot,2008,2013,2014,130466,Flex,Automático,Preto,4,MG,11121,0
Nissan,March,2018,2018,98802,Flex,Automático,Preto,4,PE,33323,0
Chevrolet,Cruze,2009,2009,318274,Flex,Manual,Branco,4,PR,10000,0
Renault,Oroch,2018,2019,124069,Flex,Automático,Vermelho,4,RJ,18445,1
Renault,Oroch,2011,2012,90980,Flex,Manual,Branco,4,DF,10952,1
Nissan,March,2007,2008,118910,Flex,Automático,Prata,2,GO,11504,0
Volkswagen,T-Cross,2017,2018,55760,Flex,Automático,Preto,2,SP,26790,1
Fiat,Strada,2022,2023,38068,Gasolina,Automático,Azul,4,RJ,36676,1
Jeep,Renegade,2009,2010,231734,Flex,Manual,Marrom,4,ES,10000,0
Toyota,Hilux,2019,2020,91465,Gasolina,Automático,Marrom,4,SP,51799,1
Toyota,Yaris,2017,2018,103006,Flex,Automático,Branco,2,BA,48379,0
Hyundai,Tucson,2023,2023,28377,Flex,Manual,Vermelho,4,BA,64719,1
Hyundai,Creta,2012,2013,144171,Gasolina,Manual,Marrom,4,BA,11339,0
Citroën,C4 Cactus,2024,2024,12241,Flex,CVT,Marrom,2,MG,60199,1
Volkswagen,Saveiro,2019,2020,33888,Flex,Manual,Cinza,4,MG,24242,0
Peugeot,208,2024,2025,1450,Gasolina,Manual,Vermelho,4,SC,72026,1
Chevrolet,S10,2018,2019,87217,Gasolina,Automatizado,Marrom,2,PE,28019,0
Hyundai,HB20,2009,2010,202735,Flex,Automático,Azul,2,BA,10000,0
Chevrolet,Onix,2024,2024,9383,Flex,Manual,Cinza,4,RJ,48785,1
Volkswagen,Fox,2012,2013,189316,Flex,Automático,Marrom,4,PR,10000,0
Chevrolet,Cruze,2015,2016,162561,Flex,Manual,Vermelho,2,PR,11829,0
Honda,Fit,2023,2024,15130,Flex,Automático,Marrom,4,BA,89290,1
Toyota,Hilux,2022,2022,44849,Flex,Automático,Cinza,4,RJ,78157,1
Volkswagen,T-Cross,2010,2011,273123,Flex,Manual,Azul,4,ES,10000,0
Ford,EcoSport,2014,2015,112424,Diesel,Automático,Azul,4,RJ,15762,0
Renault,Kwid,2008,2008,191245,Flex,Manual,Cinza,4,MG,10000,0
Jeep,Compass,2011,2012,188380,Gasolina,Manual,Preto,4,GO,10000,0
Fiat,Mobi,2006,2006,114620,Flex,Manual,Cinza,4,SC,10000,0
Peugeot,2008,2024,2024,11371,Flex,Manual,Cinza,4,SP,48681,1
Hyundai,Tucson,2021,2022,41101,Flex,Manual,Vermelho,4,DF,49076,1
Ford,Ka,2014,2015,169499,Flex,Manual,Vermelho,4,PE,10000,0
Fiat,Palio,2005,2005,130091,Gasolina,Automático,Vermelho,4,RS,10000,0
Peugeot,208,2014,2014,115031,Flex,Automático,Vermelho,4,PE,13839,1
Volkswagen,Amarok,2010,2011,150568,Flex,Automatizado,Azul,4,GO,10000,0
Fiat,Siena,2016,2016,98010,Gasolina,Automático,Vermelho,4,DF,20153,0
Nissan,Versa,2017,2017,82114,Gasolina,Manual,Azul,4,SP,23798,1
Volkswagen,Polo,2022,2023,13220,Diesel,Manual,Vermelho,4,MG,45775,1
Citroën,C4 Cactus,2019,2020,61764,Flex,Manual,Branco,4,GO,28089,0
Chevrolet,S10,2013,2013,127065,Flex,Manual,Vermelho,2,PE,10000,0
Honda,HR-V,2017,2017,64736,Gasolina,Automático,Prata,4,DF,42710,0
Renault,Captur,2017,2017,168438,Flex,CVT,Azul,4,PR,10000,0
Jeep,Renegade,2023,2023,30285,Flex,Automatizado,Preto,4,MG,72181,1
Jeep,Commander,2013,2014,114113,Flex,CVT,Azul,4,SP,24614,1
Toyota,Etios,2022,2023,18287,Flex,Manual,Azul,4,DF,80599,1
Honda,CR-V,2019,2019,64195,Flex,Automático,Prata,2,CE,56733,1
Honda,HR-V,2023,2023,22457,Flex,Manual,Preto,4,ES,95773,1
Citroën,C3,2005,2005,389181,Flex,Automático,Preto,4,ES,10000,0
Fiat,Mobi,2015,2016,135941,Flex,Manual,Preto,2,SP,10000,0
Volkswagen,Virtus,2022,2022,31236,Flex,Automático,Preto,4,PR,32811,0
Renault,Kwid,2009,2009,119375,Flex,Manual,Preto,2,CE,10000,1
Ford,Ka,2013,2013,118280,Flex,Manual,Branco,2,PE,11667,1
Renault,Sandero,2019,2019,86110,Diesel,Manual,Vermelho,4,CE,17489,0
Nissan,Frontier,2021,2021,63723,Gasolina,Automático,Prata,4,MG,56103,1
Ford,Focus,2007,2007,269747,Flex,Automático,Vermelho,4,SP,10000,0
Chevrolet,Montana,2013,2014,163526,Flex,Automático,Marrom,4,SP,10000,0
Peugeot,3008,2023,2023,38843,Flex,Automático,Azul,4,DF,45621,0
Peugeot,208,2021,2022,38336,Flex,Automatizado,Vermelho,4,SP,39875,1
Volkswagen,Gol,2007,2007,285584,Flex,Automático,Branco,4,MG,10000,0
Peugeot,3008,2009,2009,181406,Gasolina,Manual,Vermelho,2,PR,10000,0
Toyota,Corolla,2014,2014,159944,Flex,Manual,Marrom,4,ES,13269,0
Hyundai,HB20S,2005,2005,199696,Flex,Manual,Prata,4,MG,10000,0
Citroën,C3,2008,2008,180707,Flex,Manual,Azul,4,MG,10000,0
Fiat,Uno,2022,2023,27020,Flex,Automático,Preto,4,BA,30681,1
Fiat,Strada,2015,2016,161264,Gasolina,CVT,Azul,4,PE,10645,0
Nissan,Sentra,2015,2015,154385,Gasolina,Automático,Prata,2,BA,15486,0
Fiat,Palio,2018,2019,98824,Flex,Manual,Azul,4,MG,14366,1
Citroën,C3,2023,2023,24281,Flex,Manual,Vermelho,2,PE,54649,1
Toyota,Hilux,2018,2019,83322,Flex,Manual,Azul,2,RJ,38054,1
Volkswagen,Virtus,2009,2009,137920,Flex,Automático,Cinza,4,GO,10000,0
Honda,City,2020,2021,56749,Gasolina,Automático,Branco,4,MG,66553,1
Nissan,Sentra,2024,2024,25403,Flex,Automático,Branco,4,MG,60749,1
Volkswagen,Polo,2006,2006,107197,Flex,Manual,Vermelho,2,BA,10000,0
Chevrolet,Montana,2021,2021,44588,Gasolina,Manual,Vermelho,4,CE,22998,1
Peugeot,2008,2024,2025,1155,Flex,Automatizado,Cinza,4,MG,72760,1
Honda,Civic,2022,2022,36753,Diesel,Manual,Preto,4,GO,70700,1
Citroën,Aircross,2017,2017,128311,Flex,Manual,Cinza,4,CE,13850,0
Hyundai,Creta,2014,2014,82281,Flex,Manual,Cinza,4,BA,17877,1
Citroën,Aircross,2018,2018,53295,Flex,CVT,Cinza,4,SP,25445,0
Honda,HR-V,2012,2012,134741,Flex,Manual,Marrom,4,DF,10747,0
Nissan,Frontier,2018,2018,91884,Flex,Automático,Vermelho,4,BA,35290,1
Jeep,Compass,2011,2012,107329,Gasolina,Automático,Preto,4,ES,17935,0
Peugeot,2008,2018,2019,78438,Flex,Manual,Vermelho,4,SP,26009,1
Peugeot,3008,2024,2024,8414,Flex,Automático,Prata,4,RJ,71143,1
Jeep,Commander,2011,2011,81395,Gasolina,Automatizado,Prata,4,ES,20270,0
Hyundai,Tucson,2015,2016,78005,Flex,Automatizado,Preto,4,GO,24897,0
Peugeot,208,2019,2019,65862,Gasolina,Automático,Prata,4,SC,27687,1
Toyota,SW4,2020,2021,27876,Flex,Manual,Vermelho,4,SC,67698,0
Volkswagen,Voyage,2017,2018,133968,Flex,Manual,Vermelho,4,RS,15130,0
Renault,Captur,2007,2008,168220,Flex,Manual,Marrom,4,SC,10000,0
Fiat,Toro,2022,2022,28393,Flex,CVT,Branco,4,SP,27488,1
Citroën,Aircross,2020,2020,80154,Flex,Automatizado,Prata,2,CE,30413,1
Renault,Logan,2018,2018,55800,Flex,Automático,Preto,2,DF,18364,0
Honda,CR-V,2007,2008,275538,Flex,Manual,Preto,4,BA,10000,0
Citroën,C4 Cactus,2021,2022,36421,Flex,Manual,Vermelho,4,ES,46132,0
Toyota,Hilux,2017,2018,118130,Gasolina,Automático,Preto,2,RS,40460,1
Nissan,Kicks,2011,2011,265164,Flex,Manual,Marrom,4,DF,10000,0
Hyundai,Tucson,2007,2008,176924,Flex,Manual,Azul,2,ES,10000,0
Honda,City,2021,2022,55325,Flex,Automatizado,Vermelho,4,DF,58655,0
Ford,Fiesta,2009,2009,229498,Diesel,Manual,Branco,2,DF,10000,0
Citroën,Aircross,2013,2013,161657,Flex,Manual,Branco,2,RJ,10000,0
Peugeot,2008,2015,2015,141990,Flex,Manual,Vermelho,4,PR,10000,0
Jeep,Commander,2022,2022,28546,Diesel,Manual,Vermelho,2,BA,62007,1
Hyundai,HB20S,2015,2015,120577,Flex,Manual,Branco,4,RS,18160,0
Chevrolet,Spin,2006,2006,272064,Flex,Manual,Branco,4,SC,10000,0
Honda,City,2020,2020,42103,Flex,Automático,Azul,2,RJ,73055,1
Honda,HR-V,2009,2010,80137,Flex,Automático,Cinza,4,SP,25546,1
Volkswagen,Gol,2022,2023,27555,Flex,Manual,Branco,4,PR,40205,0
Jeep,Compass,2025,2025,1449,Diesel,Automático,Marrom,4,MG,122731,1
Jeep,Commander,2020,2021,43792,Flex,CVT,Prata,4,GO,48684,1
Toyota,RAV4,2017,2018,106432,Flex,Automático,Prata,4,SP,29357,0
Ford,Ka,2023,2023,29585,Flex,Manual,Preto,4,DF,52333,1
Ford,Focus,2010,2011,126117,Flex,Manual,Prata,2,CE,10000,0
Citroën,Aircross,2023,2023,28356,Flex,Automático,Marrom,4,SP,54998,0
Hyundai,HB20S,2018,2018,133695,Flex,CVT,Branco,2,ES,23895,0
Hyundai,Creta,2019,2020,97301,Flex,Manual,Marrom,4,SP,30747,0
Honda,CR-V,2017,2017,83994,Gasolina,CVT,Prata,2,GO,36097,1
Nissan,Sentra,2019,2020,49198,Flex,CVT,Azul,4,ES,46342,1
Ford,Ranger,2017,2017,90772,Flex,Manual,Branco,4,DF,19677,0
Renault,Kwid,2025,2025,2178,Diesel,Automático,Branco,4,PR,41471,1
Fiat,Strada,2020,2020,40660,Gasolina,Automático,Branco,4,MG,33950,1
Volkswagen,Voyage,2025,2025,917,Flex,Manual,Vermelho,2,SC,55989,1
Peugeot,3008,2009,2010,158258,Flex,Automático,Preto,2,CE,10000,1
Honda,CR-V,2025,2025,902,Flex,Manual,Azul,2,GO,110775,1
Hyundai,i30,2018,2019,39155,Flex,Automatizado,Prata,4,BA,44934,1
Citroën,Aircross,2006,2006,387279,Flex,Manual,Preto,2,PE,10000,0
Chevrolet,Cobalt,2008,2009,157987,Flex,Automático,Vermelho,4,BA,10000,0
Volkswagen,Tiguan,2008,2008,289231,Flex,Automático,Marrom,4,MG,10000,0
Citroën,C3,2016,2017,72467,Flex,Automático,Vermelho,4,GO,24242,0
Nissan,March,2008,2008,141924,Gasolina,Automático,Azul,4,ES,10958,0
Honda,Fit,2017,2018,104161,Flex,Automático,Preto,4,SP,38229,1
Jeep,Commander,2006,2006,293926,Gasolina,Automático,Cinza,2,ES,10000,0
Fiat,Argo,2014,2015,104736,Flex,Automático,Azul,4,GO,17112,1
Chevrolet,S10,2021,2021,59022,Flex,Manual,Marrom,4,GO,20734,1
Citroën,Aircross,2008,2008,144177,Flex,Automático,Branco,4,RJ,10000,0
Chevrolet,S10,2017,2018,64911,Flex,Manual,Azul,4,PE,21057,0
Hyundai,Tucson,2005,2005,441572,Gasolina,Manual,Preto,4,SC,10000,0
Nissan,Frontier,2014,2015,203222,Flex,Manual,Marrom,4,DF,10000,0
Toyota,Etios,2006,2006,258791,Flex,Manual,Preto,4,SC,10000,0
Honda,Civic,2012,2012,215628,Flex,Manual,Marrom,4,BA,10000,0
Honda,Civic,2006,2006,438714,Flex,Automático,Prata,4,DF,10000,0
Hyundai,i30,2015,2016,230360,Gasolina,Manual,Marrom,2,MG,10000,0
Toyota,Corolla,2010,2010,246432,Flex,Automático,Vermelho,2,PE,10000,0
Jeep,Renegade,2024,2025,759,Flex,Automático,Branco,4,SC,137275,1
Nissan,Versa,2023,2023,21588,Flex,Automático,Marrom,4,DF,70484,1
Nissan,Kicks,2010,2011,94861,Flex,Automatizado,Azul,4,BA,18423,0
Nissan,Versa,2006,2007,197467,Flex,Manual,Preto,4,PR,10000,1
Fiat,Argo,2007,2007,116165,Flex,Automático,Cinza,2,GO,10000,0
Renault,Oroch,2018,2019,91491,Flex,Manual,Azul,4,SC,16252,1
Jeep,Commander,2006,2007,309931,Gasolina,Automático,Preto,4,CE,10000,0
Hyundai,i30,2019,2019,78015,Gasolina,Automático,Prata,4,SP,36304,1
Nissan,Sentra,2017,2017,185341,Flex,Automático,Prata,4,SP,11859,0
Toyota,SW4,2017,2018,112904,Flex,Manual,Prata,2,CE,29934,1
Jeep,Compass,2013,2014,140385,Flex,Manual,Cinza,4,BA,19399,1
Ford,Ka,2022,2022,65874,Flex,Automático,Prata,4,PR,34112,1
Ford,Ranger,2015,2016,82858,Flex,Manual,Preto,4,DF,18692,0
Chevrolet,S10,2024,2024,26546,Flex,Manual,Cinza,4,ES,33962,1
Peugeot,2008,2015,2015,100387,Flex,Manual,Vermelho,2,PE,11866,0
Renault,Logan,2024,2024,9243,Flex,Manual,Cinza,2,DF,38550,1
Peugeot,3008,2022,2022,27290,Flex,Manual,Branco,4,GO,31516,1
Nissan,Frontier,2022,2023,35852,Flex,Manual,Marrom,2,SP,60728,1
Renault,Oroch,2017,2018,80701,Flex,Manual,Cinza,2,SP,14777,0
Jeep,Compass,2011,2011,174624,Etanol,Manual,Azul,4,SP,10000,0
Hyundai,HB20S,2012,2013,177550,Gasolina,Manual,Cinza,2,RJ,10064,0
Renault,Kwid,2025,2025,2227,Flex,Automático,Branco,4,MG,43295,1
Volkswagen,Polo,2017,2017,82365,Flex,Manual,Cinza,4,PE,15336,1
Renault,Sandero,2012,2013,101629,Diesel,CVT,Azul,4,BA,10000,0
Fiat,Siena,2014,2014,192432,Gasolina,Automático,Branco,4,PR,10000,0
Honda,City,2025,2025,1335,Flex,Manual,Preto,4,MG,71895,1
Volkswagen,Saveiro,2016,2017,138477,Flex,Manual,Marrom,2,BA,10000,0
Jeep,Commander,2010,2011,196371,Gasolina,Manual,Marrom,4,GO,10000,0
Honda,Fit,2016,2017,83537,Flex,Manual,Preto,4,GO,40013,1
Peugeot,3008,2022,2022,39389,Flex,Manual,Marrom,4,CE,40724,0
Fiat,Siena,2010,2011,170577,Flex,CVT,Marrom,2,RJ,10000,1
